subtag	link-error	tag	link	source	id	splits	tag_description	comb.tag	comb.tag.freq	rom	ar	manual_check
b	0	245	4	loc	loc-83121	dev	TITLE STATEMENT (NR) - Remainder of title (NR)	245b	5142	muqārabah ʻilmīyah murakkazah : maʻa nuṣūṣ wathāʼiqīyah hāmmah /	‏مقاربة علمية مركزة : مع نصوص وثائقية هامة /‏	good
b	0	245	4	loc	loc-69811	dev	TITLE STATEMENT (NR) - Remainder of title (NR)	245b	5142	dirāsah muqāranah fī wathāʼiq taʼsīs al-bunūk al-Islāmīyah wa-tashrīʻāt al-sharikāt wa-al-bunūk wa-al-fiqh al-Islāmī /	دراسة مقارنة في وثائق تأسيس البنوك الاسلامية وتشريعات الشركات والبنوك والفقه الاسلامي /	good
b	0	245	4	loc	loc-22211	dev	TITLE STATEMENT (NR) - Remainder of title (NR)	245b	5142	madkhal ilá naqd al-qirāʼāt wa-taʼṣīl ʻilm al-tadabbur al-Qurʼānī /	‏مدخل إلى نقد القراءات وتأصيل علم التدبر القرآني /‏	good
b	0	245	4	loc	loc-64481	dev	TITLE STATEMENT (NR) - Remainder of title (NR)	245b	5142	riwāyah /	‏رواية /‏	good
b	0	245	4	loc	loc-64321	dev	TITLE STATEMENT (NR) - Remainder of title (NR)	245b	5142	baḥth fī namūdhaj Rūlz /	‏بحث في نموذج رولز /‏	good
												6
b	0	264	6	loc	loc-66231	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Name of producer, publisher, distributor, manufacturer (R)	264b	1955	Hayʼat al-Khurṭūm lil-Ṣiḥāfah wa-al-Nashr,	‏هيئة الخرطوم للصحافة والنشر،‏	good
b	0	264	6	loc	loc-17411	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Name of producer, publisher, distributor, manufacturer (R)	264b	1955	Tawzīʻ Dār al-ʻIlm wa-al-Īmān,	‏توزيع دار العلم والإيمان،‏	good
b	0	264	6	aco	aco-4063	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Name of producer, publisher, distributor, manufacturer (R)	264b	1955	al-Maṭbaʻah al-Amīrīyah,	المطبعة الأميرية،	good
b	0	264	6	loc	loc-67611	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Name of producer, publisher, distributor, manufacturer (R)	264b	1955	Maktab al-Muḥamī Kātib ibn Fahd al-Shammarī, Qism al-Dirāsāt wa-al-Buḥūth al-Qānūnīyah,	‏مكتب المحمي كاتب بن فهد الشمري، قسم الدراسات والبحوث القانونية،‏	good
b	0	264	6	loc	loc-6831	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Name of producer, publisher, distributor, manufacturer (R)	264b	1955	Dār Ārās lil-Ṭibāʻah wa-al-Nashr,	‏دار آراس للطباعة والنشر،‏	good
b	0	264	6	loc	loc-58351	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Name of producer, publisher, distributor, manufacturer (R)	264b	1955	Maryam Walī ʻAlī Ḥakamī,	‏مريم ولي علي حكمي،‏	good
b	0	264	6	loc	loc-57511	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Name of producer, publisher, distributor, manufacturer (R)	264b	1955	Maṭbaʻat al-Najāḥ al-Jadīdah	‏مطبعة النجاح الجديدة	good
b	0	264	6	loc	loc-7221	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Name of producer, publisher, distributor, manufacturer (R)	264b	1955	Dār Kalimah lil-Nashr wa-al-Tawzīʻ,	‏دار كلمة للنشر والتوزيع،‏	good
b	0	264	6	loc	loc-24851	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Name of producer, publisher, distributor, manufacturer (R)	264b	1955	al-Dār lil-Nashr wa-al-Tawzīʻ,	‏الدار للنشر والتوزيع،‏	good
b	0	264	6	loc	loc-731	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Name of producer, publisher, distributor, manufacturer (R)	264b	1955	Sharikat Maṭābiʻ al-Sūdān lil-ʻUmlah	‏شركة مطابع السودان للعملة	good
b	0	264	6	aco	aco-4083	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Name of producer, publisher, distributor, manufacturer (R)	264b	1955	al-Maṭbaʻah al-Tijārīyah al-Kubrá,	المطبعة التجارية الكبرى،	good
b	0	264	6	loc	loc-1081	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Name of producer, publisher, distributor, manufacturer (R)	264b	1955	Jumhūrīyat al-ʻIrāq, Wizārat al-Thaqāfah wa-al-Iʻlām, Dār al-Thaqāfah wa-al-Nashr al-Kurdīyah,	‏جمهورية العراق، وزارة الثقافة والإعلام، دار الثقافة والنشر الكردية،‏	good
b	0	264	6	loc	loc-5781	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Name of producer, publisher, distributor, manufacturer (R)	264b	1955	Dār al-Ṣumayʻī lil-Nashr wa-al-Tawzīʻ,	‏دار الصميعي للنشر والتوزيع،‏	good
b	0	264	6	loc	loc-4001	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Name of producer, publisher, distributor, manufacturer (R)	264b	1955	Dār al-Fikr al-ʻArabī,	دار الفكر العربي،	good
b	0	264	6	loc	loc-39671	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Name of producer, publisher, distributor, manufacturer (R)	264b	1955	Muḥammad ibn Nāyif ibn Jahjāh ibn Ḥumayd,	‏محمد بن نايف بن جهجاه بن حميد،‏	good
b	0	264	6	loc	loc-58451	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Name of producer, publisher, distributor, manufacturer (R)	264b	1955	Maktabat al-Ḍāmirī lil-Nashr wa-al-Tawzīʻ,	‏مكتبة الضامري للنشر والتوزيع،‏	good
b	0	264	6	loc	loc-2841	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Name of producer, publisher, distributor, manufacturer (R)	264b	1955	Dār al-Shuʼūn al-Thaqāfīyah al-ʻĀmmah,	‏دار الشؤون الثقافية العامة،‏	good
b	0	264	6	loc	loc-57221	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Name of producer, publisher, distributor, manufacturer (R)	264b	1955	Dār al-ʻAyn lil-Nashr,	‏دار العين للنشر،‏	good
b	0	264	6	loc	loc-1201	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Name of producer, publisher, distributor, manufacturer (R)	264b	1955	al-Rābiṭah al-Muḥammadīyah lil-ʻUlamāʼ :	‏الرابطة المحمدية للعلماء :‏	good
b	0	264	6	loc	loc-5901	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Name of producer, publisher, distributor, manufacturer (R)	264b	1955	Nādī Najrān al-Adabī,	‏نادي نجران الأدبي،‏	good
												7
a	0	264	6	loc	loc-20071	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Place of production, publication, distribution, manufacture (R)	264a	1953	[Tunis?] :	‏[Tunis?] :‏	translation
a	0	264	6	loc	loc-64671	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Place of production, publication, distribution, manufacture (R)	264a	1953	al-Jazāʼir :	الجزائر :	good
a	0	264	6	loc	loc-66941	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Place of production, publication, distribution, manufacture (R)	264a	1953	al-Qāhirah :	القاهرة :	good
a	0	264	6	loc	loc-1731	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Place of production, publication, distribution, manufacture (R)	264a	1953	ʻAmmān :	‏عمان :‏	good
a	0	264	6	loc	loc-2951	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Place of production, publication, distribution, manufacture (R)	264a	1953	al-Qāhirah :	‏القاهرة :‏	good
a	0	264	6	loc	loc-5371	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Place of production, publication, distribution, manufacture (R)	264a	1953	al-Riyāḍ :	‏الرياض :‏	good
a	0	264	6	loc	loc-19411	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Place of production, publication, distribution, manufacture (R)	264a	1953	al-Jazāʼir :	‏الجزائر :‏	good
a	0	264	6	aco	aco-473	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Place of production, publication, distribution, manufacture (R)	264a	1953	[Bayrūt] :	[بيروت] :	good
a	0	264	6	loc	loc-3851	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Place of production, publication, distribution, manufacture (R)	264a	1953	Tūnis :	تونس :	good
a	0	264	6	loc	loc-23851	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Place of production, publication, distribution, manufacture (R)	264a	1953	Dimashq :	‏دمشق :‏	good
a	0	264	6	loc	loc-65801	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Place of production, publication, distribution, manufacture (R)	264a	1953	al-Jazāʼir :	‏الجزائر :‏	good
a	0	264	6	loc	loc-60421	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Place of production, publication, distribution, manufacture (R)	264a	1953	Tūnis :	‏تونس :‏	good
a	0	264	6	loc	loc-57451	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Place of production, publication, distribution, manufacture (R)	264a	1953	[Rabat?] :	[Rabat?] :‏	good
a	0	264	6	aco	aco-1463	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Place of production, publication, distribution, manufacture (R)	264a	1953	al-Qāhirah :	القاهرة :	good
a	0	264	6	aco	aco-343	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Place of production, publication, distribution, manufacture (R)	264a	1953	al-Qāhirah :	القاهرة :	good
a	0	264	6	loc	loc-5061	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Place of production, publication, distribution, manufacture (R)	264a	1953	Dimashq :	‏دمشق :‏	good
a	0	264	6	loc	loc-4031	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Place of production, publication, distribution, manufacture (R)	264a	1953	[Rabat?] :	‏[Rabat?] :‏	good
a	0	264	6	loc	loc-66621	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Place of production, publication, distribution, manufacture (R)	264a	1953	al-Qāhirah :	القاهرة :	good
a	0	264	6	loc	loc-20361	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Place of production, publication, distribution, manufacture (R)	264a	1953	Bayrūt :	‏بيروت :‏	good
a	0	264	6	loc	loc-5701	dev	PRODUCTION, PUBLICATION, DISTRIBUTION, MANUFACTURE, AND COPYRIGHT NOTICE (R) - Place of production, publication, distribution, manufacture (R)	264a	1953	al-Kharṭūm :	‏الخرطوم :‏	good
												8
a	0	700	0	aco	aco-8353	dev	ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	700a	1879	Rajāʼī, Mahdī.	رجائي، مهدي.‎	good
a	0	700	0	aco	aco-10523	dev	ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	700a	1879	Jurjānī, ʻAlī ibn Muḥammad,	جرجاني، علي بن محمد،	good
a	0	700	0	loc	loc-69911	dev	ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	700a	1879	Darwīsh, Nādī Faraj.	درويش، نادى فرج.	good
a	0	700	0	loc	loc-20731	dev	ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	700a	1879	Luṭfī, Suhayr.	لطفي، سهير.	good
a	0	700	0	loc	loc-17431	dev	ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	700a	1879	Shattāt, Usāmah Aḥmad.	شتات، أسامة أحمد.	good
a	0	700	0	loc	loc-62001	dev	ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	700a	1879	ʻAjamī, Muḥammad ibn Nāṣir	‏عجمي، محمد بن ناصر	good
a	0	700	0	loc	loc-23201	dev	ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	700a	1879	Yaḥyá, Aḥmad ibn Muḥammad.	‏يحيى، أحمد بن محمد.	good
a	0	700	0	loc	loc-30581	dev	ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	700a	1879	Sulaymān, Fahd ibn Nāṣir ibn Ibrāhīm.	سليمان، فهد بن ناصر بن ابراهيم.	good
a	0	700	0	aco	aco-873	dev	ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	700a	1879	Kāmil, Rushdī,	كامل، رشدي،	good
a	0	700	0	aco	aco-3263	dev	ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	700a	1879	Ibn Taymīyah, Aḥmad ibn ʻAbd al-Ḥalīm,	ابن تيمية، احمد بن عبد الحليم،	good
a	0	700	0	loc	loc-22281	dev	ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	700a	1879	ʻUthmān, Aḥmad.	‏عثمان، أحمد.	good
a	0	700	0	aco	aco-8483	dev	ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	700a	1879	Ghaffārī, ʻAlī Akbar.	غفاري، علي اكبر.	good
a	0	700	0	loc	loc-32561	dev	ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	700a	1879	Shukrī, Ghālī.	شكري، غالي.	good
a	0	700	0	loc	loc-84361	dev	ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	700a	1879	Habib, Badii.	جورجي، بديع حبيب..	good
a	0	700	0	loc	loc-89181	dev	ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	700a	1879	ʻĀmilī, Ḥasan Muḥammad Makkī.	عاملي، حسن محمد مكي.	good
a	0	700	0	loc	loc-9281	dev	ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	700a	1879	Jāwī, ʻAlī.	جاوى، علي.	good
a	0	700	0	loc	loc-56921	dev	ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	700a	1879	Khafājī, Thāmir Kāẓim.	خفاجي، ثامر كاظم.	good
a	0	700	0	loc	loc-32741	dev	ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	700a	1879	Sāmarrāʼī, Ibrāhīm.	سامرائي، ابراهيم.	good
a	0	700	0	loc	loc-71681	dev	ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	700a	1879	Hilāl, Ismāʻīl Aḥmad ʻAlī.	هلال، اسماعيل احمد علي.	good
a	0	700	0	loc	loc-87361	dev	ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	700a	1879	Muʻawwaḍ, ʻAlī Muḥammad.	معوض، علي محمد.	good
												9
a	0	490	9	loc	loc-4731	dev	SERIES STATEMENT (R) - Series statement (R)	490a	1672	Silsilat Abḥāth wa-dirāsāt ;	سلسلة ابحاث ودراسات ؛	good
a	0	490	9	loc	loc-17491	dev	SERIES STATEMENT (R) - Series statement (R)	490a	1672	Tajallīyāt adabīyah	تجليات أدبية	good
a	0	490	9	loc	loc-50731	dev	SERIES STATEMENT (R) - Series statement (R)	490a	1672	Silsilat qaḍāyā al-takhṭīṭ wa-al-tanmiyah ;	سلسلة قضايا التخطيط والتنمية ؛	good
a	0	490	9	loc	loc-49261	dev	SERIES STATEMENT (R) - Series statement (R)	490a	1672	Silsilat al-Multaqayāt	سلسلة الملتقيات	good
a	0	490	9	loc	loc-46811	dev	SERIES STATEMENT (R) - Series statement (R)	490a	1672	Ibdāʻāt ;	إبداعات ؛	good
a	0	490	9	loc	loc-17801	dev	SERIES STATEMENT (R) - Series statement (R)	490a	1672	Silsilat al-dirāsāt al-fiqhīyah ;	سلسلة الدراسات الفقهية ؛	good
a	0	490	9	loc	loc-28071	dev	SERIES STATEMENT (R) - Series statement (R)	490a	1672	Muʼassasat al-Furqān lil-Turath al-Islāmī ;	مؤسسة الفرقان للتراث الإسلامي ؛	good
a	0	490	9	loc	loc-55511	dev	SERIES STATEMENT (R) - Series statement (R)	490a	1672	Silsilat Buḥūth al-dirāsāt al-Islāmīyah	‏سلسلة بحوث الدراسات الاسلامية	good
a	0	490	9	loc	loc-64631	dev	SERIES STATEMENT (R) - Series statement (R)	490a	1672	Manshūrāt Ittiḥād Kuttāb al-Maghrib	‏منشورات إتحاد كتاب المغرب	good
a	0	490	9	loc	loc-5841	dev	SERIES STATEMENT (R) - Series statement (R)	490a	1672	Maṭbūʻāt al-Jamʻīyah al-Fiqhīyah al-Saʻūdīyah. al-Dirāsāt al-uṣūlīyah ;	مطبوعات الجمعية الفقهية السعودية. الدراسات الاصولية ؛	good
a	0	490	9	loc	loc-42831	dev	SERIES STATEMENT (R) - Series statement (R)	490a	1672	Manshūrāt Dār al-Thaqāfah al-ʻIlmīyah. Silsilat al-maktabāt wa-al-maʻlūmāt ;	منشورات دار الثقافة العلمية. سلسلة المكتبات والمعلومات ؛	good
a	0	490	9	loc	loc-48881	dev	SERIES STATEMENT (R) - Series statement (R)	490a	1672	Silsilat al-ibdāʻ al-adabī (Tabyīn/al-Jāḥiẓīyah)	سلسلة الإبداع الأدبي(Tabyīn/al-Jāḥiẓīyah)	good
a	0	490	9	loc	loc-46831	dev	SERIES STATEMENT (R) - Series statement (R)	490a	1672	Naḥwa waʻy siyāsī wa-istirātījī wa-tārīkhī ;	نحو وعي سياسي واستراتيجي وتاريخي ؛	good
a	0	490	9	loc	loc-52221	dev	SERIES STATEMENT (R) - Series statement (R)	490a	1672	Nādī al-Madīnah al-Munawwarah al-Adabī ;	‏نادي المدينة المنورة الأدبي ؛‏	good
a	0	490	9	loc	loc-71781	dev	SERIES STATEMENT (R) - Series statement (R)	490a	1672	Rasāʼil al-Imām al-Qāsim ibn Ibrāhīm ibn Ismāʻīl al-Rassī ;	رسائل الإمام القاسم بن إبراهيم بن إسماعيل الرسي ؛	good
a	0	490	9	loc	loc-11511	dev	SERIES STATEMENT (R) - Series statement (R)	490a	1672	Kitāb al-Riyāḍ ;	كتاب الرياض ؛	good
a	0	490	9	loc	loc-54401	dev	SERIES STATEMENT (R) - Series statement (R)	490a	1672	Qaḍāyā Islāmīyah muʻāṣirah	قضايا إسلامية معاصرة	good
a	0	490	9	umich	umich-811	dev	SERIES STATEMENT (R) - Series statement (R)	490a	1672	al-Kitāb ;	الكتاب ؛	good
a	0	490	9	loc	loc-37971	dev	SERIES STATEMENT (R) - Series statement (R)	490a	1672	Qiṣaṣ ;	قصص ؛	good
a	0	490	9	loc	loc-10251	dev	SERIES STATEMENT (R) - Series statement (R)	490a	1672	Silsilah al-thaqāfīyah	سلسلة الثقافية	good
												10
a	0	600	0	loc	loc-70121	dev	SUBJECT ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	600a	785	Jawāhirī, Muḥammad Mahdī,	جواهري، محمد مهدي.	good
a	0	600	0	aco	aco-2653	dev	SUBJECT ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	600a	785	Akhḍarī, ʻAbd al-Raḥmān ibn Muḥammad,	الأخضري، عبد الرحمن بن محمد،	good
a	0	600	0	loc	loc-87721	dev	SUBJECT ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	600a	785	Taymūr, Maḥmūd,	تيمور، محمود.	good
a	0	600	0	loc	loc-631	dev	SUBJECT ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	600a	785	Ṭalḥat al-Jūd,	‏طلحة الجود،,‏	good
a	0	600	0	loc	loc-21631	dev	SUBJECT ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	600a	785	ʻAbd Allāh ibn al-ʻAbbās,	عبد الله بن العباس.	good
a	0	600	0	aco	aco-293	dev	SUBJECT ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	600a	785	Ghazzali,	الغزالي،	good
a	0	600	0	loc	loc-371	dev	SUBJECT ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	600a	785	Waḥīd, Khālid.	‏وحيد، خالد.	good
a	0	600	0	aco	aco-7453	dev	SUBJECT ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	600a	785	Zayd ibn ʻAlī,	زيد بن علي.	good
a	0	600	0	loc	loc-33901	dev	SUBJECT ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	600a	785	ʻAqqād, ʻAbbās Maḥmūd,	عقاد، عباس محمود.	good
a	0	600	0	loc	loc-22131	dev	SUBJECT ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	600a	785	Laqbāl, Mūsá	لقبال، موسى.	good
a	0	600	0	aco	aco-5383	dev	SUBJECT ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	600a	785	Ḥāfiẓ Ibrāhīm, Muḥammad,	حافظ ابراهيم، محمد،	good
a	0	600	0	aco	aco-2813	dev	SUBJECT ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	600a	785	Ibn Sīnā, Abū ‘Alī al-Ḥusayn ibn ʻAbd Allāh,	ابن سينا، ابو علي الحسين بن عبد الله،	good
a	0	600	0	loc	loc-44641	dev	SUBJECT ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	600a	785	ʻAmr ibn al-ʻĀṣ.	عمرو بن عاص.	good
a	0	600	0	aco	aco-8203	dev	SUBJECT ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	600a	785	Sabzavārī, Hādī ibn Mahdī,	سبزوارى، هادى بن مهدى،	good
a	0	600	0	loc	loc-32771	dev	SUBJECT ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	600a	785	Imruʼ al-Qays,	أمرؤ القيس.	good
a	0	600	0	loc	loc-87401	dev	SUBJECT ADDED ENTRY--PERSONAL NAME (R) - Personal name (NR)	600a	785	Farḥāt, Ilyās Ḥabīb,	فرحات، إلياس حبيب.	good
